epoch_s	power_w	temp_c	util_pct	gfx_clock_mhz	throttle	vram_mib	mem_available_kb	swap_total_kb	swap_free_kb
1789638462	199.54	49	41	1860	0x0000000000000000	20490	26230360	8388604	4740236
1789638464	173.91	48	32	1845	0x0000000000000000	20490	26165960	8388604	4740236
1789638466	228.55	49	29	1965	0x0000000000000000	20490	26170516	8388604	4740236
1789638468	249.26	50	36	1965	0x0000000000000000	20490	26178804	8388604	4740236
1789638470	243.28	50	32	1965	0x0000000000000000	20490	26200880	8388604	4740236
1789638472	229.11	50	35	1950	0x0000000000000000	20490	26170396	8388604	4740236
1789638474	207.99	49	36	1845	0x0000000000000000	20490	26196280	8388604	4740236
1789638476	216.47	50	40	1920	0x0000000000000000	20490	26200604	8388604	4740236
1789638478	212.01	50	38	1965	0x0000000000000000	20490	26229932	8388604	4740236
1789638480	238.14	50	33	1965	0x0000000000000000	20490	26132364	8388604	4740236
1789638482	186.49	49	33	1785	0x0000000000000000	20490	26140324	8388604	4740236
1789638484	191.96	49	35	1935	0x0000000000000000	20490	26150024	8388604	4740236
1789638486	216.44	50	40	1875	0x0000000000000000	20490	26204380	8388604	4740236
1789638488	203.23	49	38	1755	0x0000000000000000	20490	26119628	8388604	4740236
1789638490	208.90	50	37	1965	0x0000000000000000	20490	26191796	8388604	4740236
1789638492	249.44	51	40	1965	0x0000000000000000	20490	26206004	8388604	4740236
1789638494	235.93	50	39	1860	0x0000000000000000	20490	26258656	8388604	4740236
1789638496	207.04	50	36	1935	0x0000000000000000	20490	26168908	8388604	4740236
1789638498	190.24	49	35	1785	0x0000000000000000	20490	26099340	8388604	4740236
1789638500	166.14	48	31	1695	0x0000000000000000	20490	25738032	8388604	4695476
1789638502	155.53	47	22	1695	0x0000000000000000	20490	25718316	8388604	4344968
1789638504	189.05	48	38	1785	0x0000000000000000	20490	25610316	8388604	4216216
1789638506	240.39	50	36	1965	0x0000000000000000	20490	26036424	8388604	4740236
1789638508	248.96	51	40	1965	0x0000000000000000	20490	26090996	8388604	4740236
1789638510	210.05	50	38	1950	0x0000000000000000	20490	26139012	8388604	4740236
1789638512	205.13	49	33	1875	0x0000000000000000	20490	26126904	8388604	4740236
1789638514	171.84	48	33	1695	0x0000000000000000	20490	26173940	8388604	4740236
1789638516	166.28	48	27	1695	0x0000000000000000	20490	26188308	8388604	4740236
1789638519	165.13	48	31	1695	0x0000000000000000	20490	26217040	8388604	4740236
1789638521	134.38	47	43	1725	0x0000000000000000	20490	26109152	8388604	4740236
1789638523	172.04	47	36	1695	0x0000000000000000	20490	26187528	8388604	4740236
1789638525	173.93	48	37	1755	0x0000000000000000	20490	26187832	8388604	4740236
1789638527	175.59	47	36	1695	0x0000000000000000	20490	26213600	8388604	4740236
1789638529	165.90	47	33	1695	0x0000000000000000	20490	26095344	8388604	4740236
1789638531	164.59	47	34	1695	0x0000000000000000	20490	26203088	8388604	4740236
1789638533	130.68	46	5	1695	0x0000000000000000	20490	26152688	8388604	4740236
1789638535	172.78	47	39	1695	0x0000000000000000	20490	26194200	8388604	4740236
1789638537	165.85	47	34	1695	0x0000000000000000	20490	26132636	8388604	4740236
1789638539	134.88	46	38	1695	0x0000000000000000	20490	26112244	8388604	4740236
1789638541	187.27	47	37	1785	0x0000000000000000	20490	26153924	8388604	4740236
1789638543	166.78	47	34	1695	0x0000000000000000	20490	26182780	8388604	4740236
1789638545	149.05	46	35	1695	0x0000000000000000	20490	25999604	8388604	4740236
1789638547	170.63	47	40	1695	0x0000000000000000	20490	26123660	8388604	4740236
1789638549	178.21	47	37	1740	0x0000000000000000	20490	26166984	8388604	4740252
1789638551	164.54	46	33	1695	0x0000000000000000	20490	26170508	8388604	4740252
1789638553	145.09	46	30	1695	0x0000000000000000	20490	26015880	8388604	4740252
1789638555	177.79	47	41	1755	0x0000000000000000	20490	26184796	8388604	4740252
1789638557	176.93	47	37	1695	0x0000000000000000	20490	26225068	8388604	4740252
1789638559	165.73	46	35	1695	0x0000000000000000	20490	26208500	8388604	4740252
1789638561	125.00	45	39	1695	0x0000000000000000	20490	25978112	8388604	4740252
1789638563	177.24	46	36	1740	0x0000000000000000	20490	26167516	8388604	4740252
1789638565	178.16	47	35	1830	0x0000000000000000	20490	26059092	8388604	4740252
1789638567	170.72	46	34	1695	0x0000000000000000	20490	25725884	8388604	4691704
1789638569	147.92	45	27	1695	0x0000000000000000	20490	25483488	8388604	4320904
1789638571	156.01	45	34	1695	0x0000000000000000	20490	26120364	8388604	4740252
1789638573	174.60	46	38	1725	0x0000000000000000	20490	26178748	8388604	4740252
1789638575	139.30	45	0	1695	0x0000000000000000	20490	26180400	8388604	4740252
1789638577	168.52	46	37	1695	0x0000000000000000	20490	25949548	8388604	4740252
1789638579	168.41	46	38	1695	0x0000000000000000	20490	26108804	8388604	4740252
1789638582	139.79	45	0	1695	0x0000000000000000	20490	26102496	8388604	4740252
1789638584	190.39	46	40	1815	0x0000000000000000	20490	26131752	8388604	4740252
1789638586	167.71	46	32	1695	0x0000000000000000	20490	25968068	8388604	4740252
1789638588	172.14	46	35	1725	0x0000000000000000	20490	26236272	8388604	4740252
1789638590	134.56	45	39	1695	0x0000000000000000	20490	26222880	8388604	4740252
1789638592	233.07	48	37	1965	0x0000000000000000	20490	26171748	8388604	4740252
1789638594	178.29	46	40	1710	0x0000000000000000	20490	25948324	8388604	4740252
1789638596	194.09	47	37	1845	0x0000000000000000	20490	26087812	8388604	4740252
